1985 Ferrari                                 Testarossa                                      11
1994 Subaru                                  Legacy Wagon AWD Turbo                          18
1994 Buick                                   Century Wagon                                   20
1994 Eagle                                   Summit Wagon                                    20
1994 Eagle                                   Summit Wagon                                    18
1994 Eagle                                   Summit Wagon                                    20
1994 Ford                                    Taurus Wagon                                    20
1994 Mercury                                 Sable Wagon                                     20
1994 Mercedes-Benz                           E320 Wagon                                      18
1985 GMC                                     T15 (S15) Jimmy 4WD                             18
1994 Mitsubishi                              Expo                                            20
1994 Mitsubishi                              Expo                                            18
1994 Mitsubishi                              Expo                                            20
1994 Mitsubishi                              Expo.LRV                                        20
1994 Oldsmobile                              Cutlass Cruiser                                 20
1994 Mitsubishi                              Diamante Wagon                                  19
1985 GMC                                     T15 (S15) Jimmy 4WD                             17
1994 Plymouth                                Colt Vista                                      20
1994 Plymouth                                Colt Vista                                      18
1994 Plymouth                                Colt Vista                                      20
1994 Toyota                                  Camry Wagon                                     18
1994 Volkswagen                              Passat Wagon                                    18
1994 Volkswagen                              Passat Wagon                                    18
1985 GMC                                     T15 (S15) Jimmy 4WD                             16
1994 Volvo                                   850 Wagon                                       19
1994 Volvo                                   850 Wagon                                       20
1994 Volvo                                   940 Wagon                                       19
1994 Volvo                                   940 Wagon                                       20
1994 Volvo                                   960 Wagon                                       18
1994 Buick                                   Roadmaster Wagon                                18
1994 Chevrolet                               Caprice/Impala Wagon                            18
1994 Chevrolet                               Caprice/Impala Wagon                            18
1994 Chevrolet                               S10 Pickup 2WD                                  19
1985 Isuzu                                   Trooper                                         18
1994 Chevrolet                               S10 Pickup 2WD                                  18
1994 Chevrolet                               S10 Pickup 2WD                                  18
1994 Chevrolet                               S10 Pickup 2WD                                  18
1994 Chevrolet                               S10 Pickup 2WD                                  19
1994 Nissan                                  Truck 2WD                                       20
1994 Nissan                                  Truck 2WD                                       18
1994 Nissan                                  Truck 2WD                                       19
1994 GMC                                     Sonoma 2WD                                      19
1994 GMC                                     Sonoma 2WD                                      18
1994 GMC                                     Sonoma 2WD                                      18
1994 GMC                                     Sonoma 2WD                                      19
1994 GMC                                     Sonoma 2WD                                      18
1994 Isuzu                                   Pickup 2WD                                      20
1994 Isuzu                                   Pickup 2WD                                      20
1994 Isuzu                                   Pickup 2WD                                      19
1994 Isuzu                                   Pickup 2WD                                      18
1994 Mitsubishi                              Truck 2WD                                       18
1994 Mitsubishi                              Truck 2WD                                       20
1994 Chevrolet                               C1500 Pickup 2WD                                17
1994 Chevrolet                               C1500 Pickup 2WD                                18
1994 Chevrolet                               C1500 Pickup 2WD                                16
1994 Chevrolet                               C1500 Pickup 2WD                                17
1994 Chevrolet                               C1500 Pickup 2WD                                15
1994 Chevrolet                               C1500 Pickup 2WD                                15
1994 Chevrolet                               C1500 Pickup 2WD                                14
1994 Chevrolet                               C1500 Pickup 2WD                                14
1994 Chevrolet                               C1500 Pickup 2WD                                14
1985 Dodge                                   Conquest                                        18
1985 Jeep                                    Cherokee/Wagoneer                               17
1994 Chevrolet                               C1500 Pickup 2WD                                17
1994 Chevrolet                               C1500 Pickup 2WD                                17
1994 Chevrolet                               C1500 Pickup 2WD                                19
1994 Chevrolet                               Pickup 2500 2WD                                 16
1994 Chevrolet                               Pickup 2500 2WD                                 17
1994 Chevrolet                               Pickup 2500 2WD                                 17
1994 Chevrolet                               Pickup 2500 2WD                                 14
1994 Chevrolet                               Pickup 2500 2WD                                 14
1994 Chevrolet                               Pickup 2500 2WD                                 13
1994 Chevrolet                               Pickup 2500 2WD                                 13
1985 Jeep                                    Cherokee/Wagoneer                               20
1994 Chevrolet                               Pickup 2500 2WD                                 13
1994 Chevrolet                               Pickup 2500 2WD                                 17
1994 Chevrolet                               Pickup 2500 2WD                                 16
1994 Chevrolet                               Pickup 2500 2WD                                 19
1994 Dodge                                   Dakota Pickup 2WD                               16
1994 Dodge                                   Dakota Pickup 2WD                               17
1994 Dodge                                   Dakota Pickup 2WD                               14
1994 Dodge                                   Dakota Pickup 2WD                               15
1994 Dodge                                   Ram 1500 Pickup 2WD                             15
1985 Jeep                                    Cherokee/Wagoneer                               18
1994 Dodge                                   Ram 1500 Pickup 2WD                             17
1994 Dodge                                   Ram 1500 Pickup 2WD                             13
1994 Dodge                                   Ram 1500 Pickup 2WD                             14
1994 Dodge                                   Ram 1500 Pickup 2WD                             12
1994 Dodge                                   Ram 2500 Pickup 2WD                             13
1994 Dodge                                   Ram 2500 Pickup 2WD                             13
1994 Dodge                                   Ram 2500 Pickup 2WD                             12
1994 Dodge                                   Ram 2500 Pickup 2WD                             13
1994 Ford                                    F150 Pickup 2WD                                 15
1994 Ford                                    F150 Pickup 2WD                                 15
1985 Jeep                                    Cherokee/Wagoneer                               18
1994 Ford                                    F150 Pickup 2WD                                 15
1994 Ford                                    F150 Pickup 2WD                                 15
1994 Ford                                    F150 Pickup 2WD                                 13
1994 Ford                                    F250 Pickup 2WD                                 14
1994 Ford                                    F250 Pickup 2WD                                 14
1994 Ford                                    F250 Pickup 2WD                                 14
1994 Ford                                    F250 Pickup 2WD                                 14
1994 Ford                                    F250 Pickup 2WD                                 13
1994 Ford                                    Lightning F150 2WD                              12
1994 Ford                                    Ranger Pickup 2WD                               20
1985 Jeep                                    Cherokee/Wagoneer                               15
1994 Ford                                    Ranger Pickup 2WD                               18
1994 Ford                                    Ranger Pickup 2WD                               19
1994 Ford                                    Ranger Pickup 2WD                               16
1994 Ford                                    Ranger Pickup 2WD                               18
1994 GMC                                     Sierra 1500 2WD                                 17
1994 GMC                                     Sierra 1500 2WD                                 18
1994 GMC                                     Sierra 1500 2WD                                 16
1994 GMC                                     Sierra 1500 2WD                                 17
1994 GMC                                     Sierra 1500 2WD                                 15
1985 Jeep                                    Cherokee/Wagoneer                               16
1994 GMC                                     Sierra 1500 2WD                                 15
1994 GMC                                     Sierra 1500 2WD                                 14
1994 GMC                                     Sierra 1500 2WD                                 14
1994 GMC                                     Sierra 1500 2WD                                 14
1994 GMC                                     Sierra 1500 2WD                                 17
1994 GMC                                     Sierra 1500 2WD                                 17
1994 GMC                                     Sierra 1500 2WD                                 19
1994 GMC                                     Sierra 2500 2WD                                 16
1994 GMC                                     Sierra 2500 2WD                                 19
1994 GMC                                     Sierra 2500 2WD                                 16
1985 Jeep                                    CJ7                                             18
1994 GMC                                     Sierra 2500 2WD                                 17
1994 GMC                                     Sierra 2500 2WD                                 17
1994 GMC                                     Sierra 2500 2WD                                 15
1994 GMC                                     Sierra 2500 2WD                                 14
1994 GMC                                     Sierra 2500 2WD                                 13
1994 GMC                                     Sierra 2500 2WD                                 13
1994 GMC                                     Sierra 2500 2WD                                 16
1994 Mazda                                   B2300/B3000/B4000 Pickup 2WD                    20
1994 Mazda                                   B2300/B3000/B4000 Pickup 2WD                    19
1985 Jeep                                    CJ7                                             18
1994 Mazda                                   B2300/B3000/B4000 Pickup 2WD                    19
1994 Mazda                                   B2300/B3000/B4000 Pickup 2WD                    17
1994 Mazda                                   B2300/B3000/B4000 Pickup 2WD                    19
1994 Toyota                                  T100 2WD                                        20
1994 Toyota                                  T100 2WD                                        16
1994 Toyota                                  T100 2WD                                        16
1994 Toyota                                  Truck 2WD                                       18
1994 Toyota                                  Truck 2WD                                       16
1985 Jeep                                    CJ7                                             15
1994 Chevrolet                               K1500 Pickup 4WD                                16
1994 Chevrolet                               K1500 Pickup 4WD                                15
1994 Chevrolet                               K1500 Pickup 4WD                                16
1994 Chevrolet                               K1500 Pickup 4WD                                14
1994 Chevrolet                               K1500 Pickup 4WD                                13
1994 Chevrolet                               K1500 Pickup 4WD                                13
1994 Chevrolet                               K1500 Pickup 4WD                                13
1994 Chevrolet                               K1500 Pickup 4WD                                12
1994 Chevrolet                               K1500 Pickup 4WD                                16
1994 Chevrolet                               K1500 Pickup 4WD                                15
1985 Jeep                                    CJ7                                             16
1994 Chevrolet                               K1500 Pickup 4WD                                17
1994 Chevrolet                               Pickup 2500 4WD                                 15
1994 Chevrolet                               Pickup 2500 4WD                                 14
1994 Chevrolet                               Pickup 2500 4WD                                 15
1994 Chevrolet                               Pickup 2500 4WD                                 14
1994 Chevrolet                               Pickup 2500 4WD                                 13
1994 Chevrolet                               Pickup 2500 4WD                                 13
1994 Chevrolet                               Pickup 2500 4WD                                 13
1994 Chevrolet                               Pickup 2500 4WD                                 12
1994 Chevrolet                               Pickup 2500 4WD                                 16
1985 Dodge                                   Conquest                                        19
1985 Jeep                                    CJ7                                             17
1994 Chevrolet                               Pickup 2500 4WD                                 15
1994 Chevrolet                               Pickup 2500 4WD                                 17
1994 Chevrolet                               S10 Pickup 4WD                                  17
1994 Chevrolet                               S10 Pickup 4WD                                  17
1994 Chevrolet                               S10 Pickup 4WD                                  17
1994 Chevrolet                               S10 Pickup 4WD                                  16
1994 Nissan                                  Truck 4WD                                       18
1994 Nissan                                  Truck 4WD                                       16
1994 Nissan                                  Truck 4WD                                       15
1994 Dodge                                   Dakota Pickup 4WD                               15
1985 Jeep                                    Grand Wagoneer                                  14
1994 Dodge                                   Dakota Pickup 4WD                               16
1994 Dodge                                   Dakota Pickup 4WD                               13
1994 Dodge                                   Dakota Pickup 4WD                               14
1994 Dodge                                   Ram 1500 Pickup 4WD                             12
1994 Dodge                                   Ram 1500 Pickup 4WD                             13
1994 Dodge                                   Ram 1500 Pickup 4WD                             12
1994 Dodge                                   Ram 2500 Pickup 4WD                             12
1994 Dodge                                   Ram 2500 Pickup 4WD                             12
1994 Dodge                                   Ram 2500 Pickup 4WD                             12
1994 Dodge                                   Ram 2500 Pickup 4WD                             13
1985 Jeep                                    Grand Wagoneer                                  11
1994 Ford                                    F150 Pickup 4WD                                 15
1994 Ford                                    F150 Pickup 4WD                                 14
1994 Ford                                    F150 Pickup 4WD                                 14
1994 Ford                                    F150 Pickup 4WD                                 14
1994 Ford                                    F150 Pickup 4WD                                 13
1994 Ford                                    Ranger Pickup 4WD                               20
1994 Ford                                    Ranger Pickup 4WD                               17
1994 Ford                                    Ranger Pickup 4WD                               19
1994 Ford                                    Ranger Pickup 4WD                               16
1994 Ford                                    Ranger Pickup 4WD                               17
1985 Mitsubishi                              Montero 4WD                                     16
1994 GMC                                     Sierra 1500 4WD                                 16
1994 GMC                                     Sierra 1500 4WD                                 15
1994 GMC                                     Sierra 1500 4WD                                 16
1994 GMC                                     Sierra 1500 4WD                                 14
1994 GMC                                     Sierra 1500 4WD                                 13
1994 GMC                                     Sierra 1500 4WD                                 13
1994 GMC                                     Sierra 1500 4WD                                 13
1994 GMC                                     Sierra 1500 4WD                                 12
1994 GMC                                     Sierra 1500 4WD                                 15
1994 GMC                                     Sierra 1500 4WD                                 16
1985 Mitsubishi                              Montero 4WD                                     15
1994 GMC                                     Sierra 1500 4WD                                 17
1994 GMC                                     Sierra 2500 4WD                                 16
1994 GMC                                     Sierra 2500 4WD                                 14
1994 GMC                                     Sierra 2500 4WD                                 14
1994 GMC                                     Sierra 2500 4WD                                 13
1994 GMC                                     Sierra 2500 4WD                                 13
1994 GMC                                     Sierra 2500 4WD                                 13
1994 GMC                                     Sierra 2500 4WD                                 12
1994 GMC                                     Sierra 2500 4WD                                 16
1994 GMC                                     Sierra 2500 4WD                                 15
1985 Mitsubishi                              Montero 4WD                                     17
1994 GMC                                     Sonoma 4WD                                      17
1994 GMC                                     Sonoma 4WD                                      17
1994 GMC                                     Sonoma 4WD                                      16
1994 GMC                                     Sonoma 4WD                                      17
1994 Isuzu                                   Pickup 4WD                                      16
1994 Isuzu                                   Pickup 4WD                                      15
1994 Mitsubishi                              Truck 4WD                                       17
1994 Mazda                                   B2300/B3000/B4000 Pickup 4WD                    19
1994 Mazda                                   B2300/B3000/B4000 Pickup 4WD                    17
1994 Mazda                                   B2300/B3000/B4000 Pickup 4WD                    18
1985 Mitsubishi                              Montero 4WD                                     17
1994 Mazda                                   B2300/B3000/B4000 Pickup 4WD                    16
1994 Mazda                                   B2300/B3000/B4000 Pickup 4WD                    18
1994 Toyota                                  T100 4WD                                        14
1994 Toyota                                  T100 4WD                                        15
1994 Toyota                                  Truck 4WD                                       17
1994 Toyota                                  Truck 4WD                                       18
1994 Toyota                                  Truck 4WD                                       13
1994 Toyota                                  Truck 4WD                                       15
1994 Chevrolet                               Astro AWD (cargo)                               16
1994 Chevrolet                               Astro 2WD (cargo)                               17
1985 Plymouth                                Colt Vista 4WD                                  19
1994 Chevrolet                               Astro 2WD (cargo)                               17
1994 Chevrolet                               G10/20 Van 2WD                                  17
1994 Chevrolet                               G10/20 Van 2WD                                  15
1994 Chevrolet                               G10/20 Van 2WD                                  14
1994 Chevrolet                               G10/20 Van 2WD                                  16
1994 Chevrolet                               G30 Van 2WD                                     16
1994 Chevrolet                               G30 Van 2WD                                     13
1994 Dodge                                   B150/B250 Van 2WD                               15
1994 Dodge                                   B150/B250 Van 2WD                               12
1994 Dodge                                   B150/B250 Van 2WD                               13
1985 Plymouth                                Colt Vista 4WD                                  19
1994 Dodge                                   B150/B250 Van 2WD                               13
1994 Dodge                                   B350 Van 2WD                                    13
1994 Dodge                                   B350 Van 2WD                                    12
1994 Ford                                    Aerostar Van                                    18
1994 Ford                                    Aerostar Van                                    19
1994 Ford                                    Aerostar Van                                    16
1994 Ford                                    Aerostar Van AWD                                16
1994 Ford                                    E150 Econoline 2WD                              14
1994 Ford                                    E150 Econoline 2WD                              14
1994 Ford                                    E150 Econoline 2WD                              14
1985 Subaru                                  Brat 4WD                                        20
1994 Ford                                    E150 Econoline 2WD                              13
1994 Ford                                    E250 Econoline 2WD                              12
1994 Ford                                    E250 Econoline 2WD                              13
1994 Ford                                    E250 Econoline 2WD                              12
1994 GMC                                     Vandura G15/25 2WD                              16
1994 GMC                                     Vandura G15/25 2WD                              15
1994 GMC                                     Vandura G15/25 2WD                              14
1994 GMC                                     Vandura G15/25 2WD                              16
1994 GMC                                     Vandura G35  2WD                                16
1994 GMC                                     Vandura G35  2WD                                13
1985 Dodge                                   Conquest                                        18
1994 GMC                                     Safari AWD (cargo)                              16
1994 GMC                                     Safari 2WD (cargo)                              17
1994 GMC                                     Safari 2WD (cargo)                              17
1994 Chevrolet                               Astro AWD (passenger)                           15
1994 Chevrolet                               Astro 2WD (passenger)                           16
1994 Chevrolet                               Astro 2WD (passenger)                           16
1994 Chevrolet                               Sport Van G10/20 2WD                            15
1994 Chevrolet                               Sport Van G10/20 2WD                            14
1994 Chevrolet                               Sport Van G10/20 2WD                            13
1994 Chevrolet                               Sport Van G10/20 2WD                            16
1994 Chevrolet                               Sport Van G30  2WD                              13
1994 Dodge                                   B150/B250 Wagon 2WD                             15
1994 Dodge                                   B150/B250 Wagon 2WD                             12
1994 Dodge                                   B150/B250 Wagon 2WD                             13
1994 Dodge                                   B150/B250 Wagon 2WD                             12
1994 Dodge                                   B350 Wagon 2WD                                  12
1994 Dodge                                   B350 Wagon 2WD                                  12
1994 Ford                                    Aerostar Wagon                                  17
1994 Ford                                    Aerostar Wagon                                  17
1994 Ford                                    Aerostar Wagon                                  16
1985 Subaru                                  Sedan 4WD                                       20
1994 Ford                                    Aerostar Wagon AWD                              15
1994 Ford                                    E150 Club Wagon                                 13
1994 Ford                                    E150 Club Wagon                                 14
1994 Ford                                    E150 Club Wagon                                 12
1994 GMC                                     Rally G15/25 2WD                                15
1994 GMC                                     Rally G15/25 2WD                                14
1994 GMC                                     Rally G15/25 2WD                                13
1994 GMC                                     Rally G15/25 2WD                                16
1994 GMC                                     Rally G35 2WD                                   13
1994 GMC                                     Safari AWD (passenger)                          15
1994 GMC                                     Safari 2WD (passenger)                          16
1994 GMC                                     Safari 2WD (passenger)                          16
1994 Toyota                                  Previa                                          18
1994 Toyota                                  Previa                                          17
1994 Toyota                                  Previa All-Trac                                 17
1994 Toyota                                  Previa All-Trac                                 17
1994 Chevrolet                               Suburban 1500 2WD                               13
1994 Chevrolet                               Lumina Minivan 2WD                              18
1994 Chevrolet                               Lumina Minivan 2WD                              18
1994 Chevrolet                               S10 Blazer 2WD                                  18
1985 Subaru                                  Sedan 4WD                                       20
1994 Chevrolet                               S10 Blazer 2WD                                  17
1994 Nissan                                  Pathfinder 2WD                                  15
1994 Nissan                                  Pathfinder 2WD                                  15
1994 Nissan                                  Quest                                           18
1994 Chrysler                                Town and Country 2WD                            17
1994 Dodge                                   Caravan C/V/Grand Caravan 2WD                   19
1994 Dodge                                   Caravan C/V/Grand Caravan 2WD                   20
1994 Dodge                                   Caravan C/V/Grand Caravan 2WD                   19
1994 Dodge                                   Caravan/Grand Caravan 2WD                       19
1994 Dodge                                   Caravan/Grand Caravan 2WD                       20
1985 Subaru                                  Wagon 4WD                                       20
1994 Dodge                                   Caravan/Grand Caravan 2WD                       19
1994 Dodge                                   Caravan/Grand Caravan 2WD                       18
1994 Dodge                                   Caravan/Grand Caravan 2WD                       17
1994 Jeep                                    Cherokee 2WD                                    19
1994 Jeep                                    Cherokee 2WD                                    16
1994 Jeep                                    Cherokee 2WD                                    17
1994 Jeep                                    Grand Cherokee 2WD                              16
1994 Ford                                    Explorer 2WD                                    16
1994 Ford                                    Explorer 2WD                                    18
1994 Mercury                                 Villager FWD Van                                17
1994 Mercury                                 Villager FWD Wagon                              17
1994 GMC                                     Suburban 1500 2WD                               13
1994 GMC                                     Jimmy 2WD                                       18
1994 GMC                                     Jimmy 2WD                                       17
1994 Isuzu                                   Amigo 2WD                                       16
1994 Isuzu                                   Rodeo 2WD                                       16
1994 Isuzu                                   Rodeo 2WD                                       16
1994 Isuzu                                   Rodeo 2WD                                       16
1994 Honda                                   Passport 2WD                                    16
1994 Honda                                   Passport 2WD                                    16
1994 Honda                                   Passport 2WD                                    16
1994 Mazda                                   MPV                                             19
1994 Mazda                                   MPV                                             17
1994 Mazda                                   MPV                                             17
1994 Mazda                                   Navajo                                          18
1994 Mazda                                   Navajo                                          16
1985 Subaru                                  Wagon 4WD                                       20
1994 Pontiac                                 Trans Sport 2WD                                 18
1994 Pontiac                                 Trans Sport 2WD                                 18
1994 Plymouth                                Voyager/Grand Voyager 2WD                       19
1994 Plymouth                                Voyager/Grand Voyager 2WD                       20
1994 Plymouth                                Voyager/Grand Voyager 2WD                       19
1994 Plymouth                                Voyager/Grand Voyager 2WD                       18
1994 Plymouth                                Voyager/Grand Voyager 2WD                       17
1985 Subaru                                  XT 4WD                                          20
1994 Oldsmobile                              Silhouette 2WD                                  18
1994 Oldsmobile                              Silhouette 2WD                                  18
1994 Toyota                                  4Runner 2WD                                     17
1994 Chevrolet                               Blazer 1500 4WD                                 12
1994 Chevrolet                               Blazer 1500 4WD                                 13
1994 Chevrolet                               Blazer 1500 4WD                                 15
1994 Chevrolet                               Suburban 1500 4WD                               13
1985 Dodge                                   Conquest                                        19
1994 Chevrolet                               S10 Blazer 4WD                                  17
1994 Chevrolet                               S10 Blazer 4WD                                  16
1994 Nissan                                  Pathfinder 4WD                                  15
1994 Nissan                                  Pathfinder 4WD                                  15
1994 Chrysler                                Town and Country 4WD                            16
1994 Dodge                                   Caravan/Grand Caravan 4WD                       17
1994 Dodge                                   Caravan/Grand Caravan 4WD                       16
1994 Jeep                                    Cherokee 4WD                                    18
1994 Jeep                                    Cherokee 4WD                                    15
1994 Jeep                                    Cherokee 4WD                                    17
1994 Jeep                                    Grand Cherokee 4WD                              16
1994 Jeep                                    Grand Cherokee 4WD                              16
1994 Jeep                                    Grand Cherokee 4WD                              14
1994 Jeep                                    Wrangler 4WD                                    16
1994 Jeep                                    Wrangler 4WD                                    17
1994 Jeep                                    Wrangler 4WD                                    14
1994 Jeep                                    Wrangler 4WD                                    15
1994 Ford                                    Bronco 4WD                                      14
1994 Ford                                    Bronco 4WD                                      14
1994 Ford                                    Bronco 4WD                                      13
1985 Toyota                                  Land Cruiser Wagon 4WD                          11
1994 Ford                                    Explorer 4WD                                    15
1994 Ford                                    Explorer 4WD                                    17
1985 Toyota                                  4Runner 4WD                                     19
1994 GMC                                     Jimmy 4WD                                       17
1994 GMC                                     Jimmy 4WD                                       16
1994 GMC                                     Suburban 1500 4WD                               13
1994 GMC                                     Yukon K1500 4WD                                 12
1994 GMC                                     Yukon K1500 4WD                                 12
1994 GMC                                     Yukon K1500 4WD                                 15
1994 Isuzu                                   Amigo 4WD                                       16
1994 Isuzu                                   Rodeo 4WD                                       15
1994 Isuzu                                   Rodeo 4WD                                       16
1994 Isuzu                                   Trooper                                         15
1994 Isuzu                                   Trooper                                         15
1994 Isuzu                                   Trooper                                         14
1994 Isuzu                                   Trooper                                         15
1994 Honda                                   Passport 4WD                                    15
1994 Honda                                   Passport 4WD                                    16
1994 Land Rover                              Defender 90                                     13
1994 Land Rover                              Discovery                                       13
1994 Land Rover                              Discovery                                       12
1994 Land Rover                              Range Rover County                              12
1994 Land Rover                              Range Rover County LWB                          13
1985 Chevrolet                               S10 Cab Chassis 2WD                             17
1994 Mitsubishi                              Montero                                         15
1994 Mitsubishi                              Montero                                         15
1994 Mitsubishi                              Montero                                         14
1994 Mazda                                   MPV 4x4                                         15
1994 Mazda                                   MPV 4x4                                         15
1994 Mazda                                   Navajo 4x4                                      17
1994 Mazda                                   Navajo 4x4                                      15
1994 Plymouth                                Voyager/Grand Voyager 4WD                       17
1994 Plymouth                                Voyager/Grand Voyager 4WD                       16
1994 Subaru                                  Loyale Wagon AWD                                20
1985 Chevrolet                               S10 Cab Chassis 2WD                             13
1994 Oldsmobile                              Bravada AWD                                     16
1994 Toyota                                  Land Cruiser Wagon 4WD                          12
1985 Chevrolet                               S10 Cab Chassis 2WD                             13
1994 Toyota                                  4Runner 4WD                                     18
1994 Toyota                                  4Runner 4WD                                     13
1994 Toyota                                  4Runner 4WD                                     14
1994 Chevrolet                               Coachbuilder Wagon                              18
1994 Chevrolet                               Postal Cab Chassis 2WD                          17
1994 Dodge                                   Dakota Cab Chassis 2WD                          15
1994 Dodge                                   Dakota Cab Chassis 2WD                          13
1994 Dodge                                   Dakota Cab Chassis 2WD                          13
1994 Dodge                                   Dakota Cab Chassis 2WD                          12
1994 Buick                                   Coachbuilder Wagon                              18
1985 Nissan                                  Truck Cab Chassis 2WD                           14
1995 Acura                                   NSX                                             18
1995 Acura                                   NSX                                             18
1995 Chevrolet                               Corvette                                        18
1995 Chevrolet                               Corvette                                        18
1995 Chevrolet                               Corvette                                        18
1995 Nissan                                  300ZX                                           18
1995 Nissan                                  300ZX                                           18
1995 Nissan                                  300ZX                                           19
1995 Nissan                                  300ZX                                           18
1995 Dodge                                   Viper                                           14
1985 Dodge                                   D250 Cab Chassis 2WD                            10
1995 Ferrari                                 Ferrari F355 Berlinetta/GTS                     11
1995 Ferrari                                 Ferrari F50                                      8
1995 Ferrari                                 Ferrari F512M                                   11
1995 Ferrari                                 Ferrari 348 TB/TS/Spider                        13
1995 Lamborghini                             DB132/Diablo                                    10
1985 Dodge                                   Daytona                                         19
1985 Ford                                    Ranger Pickup Cab Chassis                       20
1995 Lamborghini                             DB132/Diablo                                    10
1995 Lotus                                   Esprit Turbo                                    19
